DATE,OPEN,CLOSE,HIGH,LOW,LTP,VOLUME,VALUE,NO OF TRADES
2023-06-01,2480.15,2463.25,2484.9,2458.0,2467.0,6734525,16648139919.55,216233
2023-05-31,2500.0,2469.9,2509.85,2461.0,2466.95,12510304,30992295693.45,289027
2023-05-30,2520.6,2519.95,2537.7,2514.35,2520.55,5234564,13216961279.0,173212
2023-05-29,2521.0,2520.6,2530.0,2507.2,2518.2,4619754,11640658051.85,184530
2023-05-26,2458.0,2506.5,2509.0,2450.75,2508.8,5827017,14506612501.75,197182
2023-05-25,2433.9,2439.95,2449.0,2416.05,2444.85,5301647,12883732875.05,136521
2023-05-24,2445.9,2440.25,2464.0,2433.45,2441.0,3743804,9163984988.7,132191
2023-05-23,2460.65,2454.55,2468.0,2451.45,2453.0,2811473,6916583531.4,121065
2023-05-22,2435.0,2455.0,2466.0,2432.35,2454.5,3431208,8426266009.2,122501
2023-05-19,2434.05,2441.95,2445.95,2418.85,2444.0,3715280,9038204553.15,118264
2023-05-18,2449.55,2434.05,2457.0,2427.15,2433.0,4857531,11870219947.45,145659
2023-05-17,2463.0,2439.3,2465.0,2429.0,2442.0,4060722,9926961637.2,155508
2023-05-16,2494.0,2453.8,2499.6,2450.15,2454.55,4023000,9953570679.5,202246
2023-05-15,2489.9,2489.25,2504.55,2473.15,2484.75,3153587,7859481400.85,139761
2023-05-12,2469.8,2484.35,2487.4,2456.5,2481.9,3209889,7939658229.75,116311
2023-05-11,2498.95,2480.3,2509.5,2476.55,2482.0,4872451,12151966094.1,190308
2023-05-10,2490.0,2496.6,2499.85,2481.2,2492.0,5017544,12512018443.7,147588
2023-05-09,2475.0,2479.55,2486.8,2463.25,2476.7,2983468,7389873116.3,167950
2023-05-08,2450.0,2471.9,2483.65,2444.15,2471.0,4224469,10427725788.55,169304
2023-05-05,2441.0,2441.75,2461.35,2436.0,2441.0,4036548,9880900102.3,171662
2023-05-04,2421.15,2448.0,2452.85,2414.6,2445.95,3985159,9716626291.25,148384
2023-05-03,2445.0,2420.1,2445.0,2413.05,2418.0,3259053,7896775124.85,122949
2023-05-02,2436.2,2441.05,2445.8,2428.1,2440.2,5991101,14611250968.3,213010
2023-04-28,2382.0,2420.5,2423.9,2381.75,2419.9,7183342,17307947047.8,226856
2023-04-27,2375.0,2377.05,2384.0,2364.0,2381.7,4230627,10039493207.75,151491
2023-04-26,2379.0,2362.1,2386.1,2354.05,2361.9,3977129,9399318934.15,159924
2023-04-25,2366.0,2376.05,2380.6,2350.5,2373.45,4262471,10083930491.2,151700
2023-04-24,2375.0,2358.0,2380.9,2348.0,2360.5,5970048,14093509408.65,217965
2023-04-21,2350.65,2349.0,2361.0,2336.4,2351.0,3529236,8289102461.7,151695
2023-04-20,2354.1,2346.05,2359.0,2332.1,2345.0,3233882,7575782937.9,142307
2023-04-19,2339.05,2352.0,2357.9,2332.2,2348.8,5664207,13298039126.0,146728
2023-04-18,2377.0,2340.35,2377.0,2326.0,2340.4,4802172,11244458267.8,159024
2023-04-17,2424.95,2367.45,2424.95,2349.05,2367.35,8274452,19623493252.4,198022
2023-04-13,2353.0,2355.5,2365.8,2342.0,2356.0,5712541,13447564946.75,173375
2023-04-12,2336.35,2346.65,2367.8,2330.05,2346.7,8389646,19695262387.55,187546
2023-04-11,2334.0,2336.35,2341.0,2324.05,2334.1,4865301,11351255127.75,151084
2023-04-10,2350.0,2324.85,2350.4,2321.55,2324.05,5981688,13980969369.4,146678
2023-04-06,2318.15,2341.45,2354.0,2318.15,2340.15,8507771,19917429621.5,201019
2023-04-05,2348.0,2325.85,2348.0,2308.55,2324.1,7505339,17454736439.85,215635
2023-04-03,2345.0,2331.45,2349.0,2315.0,2331.05,4750238,11057879559.9,192147
2023-03-31,2255.0,2331.05,2343.45,2254.7,2330.95,13001005,30107314074.9,446320
2023-03-29,2239.0,2234.7,2244.8,2211.1,2242.2,8678073,19340293216.9,294929
2023-03-28,2245.0,2248.0,2256.5,2237.0,2247.05,5804018,13039373592.9,200011
2023-03-27,2217.5,2237.55,2254.0,2200.2,2238.8,6486068,14511643743.5,217981
2023-03-24,2245.25,2203.3,2250.0,2198.0,2204.9,5711497,12689975563.6,231777
2023-03-23,2268.0,2247.8,2269.9,2243.05,2247.6,7499082,16900552054.3,187678
2023-03-22,2285.0,2276.6,2291.45,2270.0,2274.3,5039622,11496491661.4,195193
2023-03-21,2218.95,2269.7,2274.0,2217.0,2272.0,9876263,22285572145.65,342611
2023-03-20,2215.0,2201.25,2220.0,2180.0,2211.15,9010595,19770027745.25,369095
2023-03-17,2244.75,2223.1,2251.95,2212.7,2224.4,15697554,34943597049.6,302341
2023-03-16,2243.0,2225.9,2254.0,2202.2,2229.5,8474595,18894758462.15,366871
2023-03-15,2284.1,2237.05,2298.3,2227.4,2237.45,10027725,22695925219.15,371953
2023-03-14,2280.0,2275.95,2304.95,2269.05,2279.0,7396699,16904904240.65,266523
2023-03-13,2329.0,2284.5,2344.0,2275.0,2288.0,5894088,13601904297.45,256526
2023-03-10,2341.5,2322.7,2344.0,2315.05,2326.0,6153681,14301540668.5,257596
2023-03-09,2416.0,2359.25,2416.9,2355.1,2360.0,7492509,17810328720.9,232305
2023-03-08,2408.7,2417.35,2419.0,2385.0,2416.5,7283694,17532425276.0,182199
2023-03-06,2400.0,2408.7,2424.6,2400.0,2409.7,4694338,11324034037.1,155650
2023-03-03,2349.15,2385.4,2393.45,2341.55,2382.0,6758115,15994200481.7,197227
2023-03-02,2337.0,2326.05,2351.65,2321.6,2329.4,4307425,10051732048.9,188182
2023-03-01,2344.0,2343.9,2345.5,2323.25,2345.4,5330852,12456284409.25,230019
2023-02-28,2356.1,2322.55,2367.0,2313.65,2319.95,10150245,23690436663.8,313946
2023-02-27,2382.0,2367.85,2389.65,2351.7,2365.05,5168667,12230093429.05,193653
2023-02-24,2372.0,2383.7,2396.15,2368.0,2387.9,4353814,10368796539.4,157064
